run,AMP,AMC,FOX,CRO,TIO,GEN,FIS,SXT,AZM,CHL,CIP,NAL,TET
SRR4280563,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3932978,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR4280585,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3295942,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,0.2500,8.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3295676,<=1.0000,<=1.0000,8.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,1.0000,8.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3295679,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,32.0000,<=0.1250,8.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3932900,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,0.5000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3932948,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,0.5000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3932881,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3933082,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3932895,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3932998,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR4280610,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR4280616,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3295616,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3932896,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR4280606,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3295538,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR4280586,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3295720,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3295852,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,0.5000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3295727,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3295782,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3295921,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3295653,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR4280591,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3932979,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3932937,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3295849,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3295654,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR1562600,<=1.0000,2.0000,2.0000,<=0.2500,0.5000,1.0000,32.0000,<=0.1250,,4.0000,<=0.0150,4.0000,8.0000
SRR3295886,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,0.2500,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932897,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3933081,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932890,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR4280615,<=1.0000,2.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR4280609,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932906,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295761,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295758,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,1.0000,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295879,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295754,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295762,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295808,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,0.5000,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR5573143,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295743,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295865,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295732,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295908,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,1.0000,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295655,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932988,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932933,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR4280614,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR4280574,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932925,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295664,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295882,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295662,<=1.0000,<=1.0000,8.0000,<=0.2500,0.5000,<=0.2500,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295780,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295658,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295707,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,8.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295649,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,8.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR1813446,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,,8.0000,<=0.0150,4.0000,>=32.0000
SRR1619553,4.0000,2.0000,16.0000,<=0.2500,2.0000,2.0000,>=256.0000,0.2500,,16.0000,0.0300,8.0000,>=32.0000
SRR3295618,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,1.0000,64.0000,<=0.1250,4.0000,8.0000,0.5000,16.0000,>=32.0000
SRR3295907,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,0.5000,16.0000,>=32.0000
SRR3295650,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,0.5000,16.0000,>=32.0000
SRR3295634,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,8.0000,8.0000,0.5000,16.0000,>=32.0000
SRR3295661,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,64.0000,<=0.1250,8.0000,8.0000,0.5000,16.0000,>=32.0000
SRR3295644,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,64.0000,<=0.1250,8.0000,8.0000,0.5000,16.0000,>=32.0000
SRR5573122,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.5000,>=32.0000,>=32.0000
SRR3295659,2.0000,2.0000,8.0000,<=0.2500,2.0000,0.5000,64.0000,<=0.1250,>=16.0000,16.0000,1.0000,>=32.0000,>=32.0000
SRR3295850,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,1.0000,64.0000,<=0.1250,4.0000,8.0000,0.2500,>=32.0000,>=32.0000
SRR3295730,>=32.0000,16.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3933018,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3933050,>=32.0000,>=32.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3933069,>=32.0000,8.0000,2.0000,<=0.2500,2.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3295509,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,1.0000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR4280628,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,<=0.2500,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3933085,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,<=0.2500,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3295827,>=32.0000,16.0000,2.0000,<=0.2500,0.5000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR5573084,>=32.0000,16.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3295648,>=32.0000,16.0000,8.0000,0.5000,2.0000,0.5000,>=256.0000,0.2500,8.0000,16.0000,0.0600,16.0000,16.0000
SRR3932953,>=32.0000,>=32.0000,>=32.0000,>=64.0000,>=8.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,<=4.0000
SRR3933003,>=32.0000,>=32.0000,16.0000,4.0000,>=8.0000,0.5000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3295594,>=32.0000,8.0000,4.0000,<=0.2500,0.5000,>=16.0000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3932939,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,4.0000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR1637072,2.0000,<=1.0000,8.0000,<=0.2500,0.5000,2.0000,,<=0.1250,,8.0000,<=0.0150,4.0000,<=4.0000
SRR1637052,2.0000,2.0000,8.0000,<=0.2500,1.0000,2.0000,,<=0.1250,,8.0000,<=0.0150,4.0000,<=4.0000
SRR3295965,2.0000,2.0000,4.0000,<=0.2500,0.5000,1.0000,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3295894,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3295724,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,1.0000,>=256.0000,0.2500,2.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3295608,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3295602,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3295603,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3295605,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3295604,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR5573119,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR4280629,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,>=16.0000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR5573081,<=1.0000,<=1.0000,<=1.0000,<=0.2500,<=0.2500,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3295725,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,1.0000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3295803,4.0000,2.0000,16.0000,<=0.2500,2.0000,0.5000,<=16.0000,<=0.1250,8.0000,16.0000,0.0300,4.0000,>=32.0000
SRR3295718,<=1.0000,<=1.0000,8.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR5573082,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,1.0000,64.0000,<=0.1250,4.0000,4.0000,0.5000,16.0000,<=4.0000
SRR4280589,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,64.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3295802,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3295939,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,<=0.2500,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3295715,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,>=256.0000,invalid,2.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3295821,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,64.0000,<=0.1250,<=1.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3295591,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3933070,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3295793,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3295868,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3295716,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,<=0.2500,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3295845,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,64.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3295607,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3295681,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,64.0000,<=0.1250,4.0000,8.0000,0.5000,>=32.0000,<=4.0000
SRR3932901,>=32.0000,16.0000,4.0000,<=0.2500,1.0000,1.0000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,<=4.0000
SRR3295779,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3295750,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,2.0000,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295660,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR5573129,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,0.5000,64.0000,4.0000,2.0000,4.0000,0.2500,8.0000,>=32.0000
SRR3295950,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,0.5000,16.0000,>=32.0000
SRR3295891,>=32.0000,16.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR5573135,>=32.0000,16.0000,4.0000,<=0.2500,1.0000,1.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932899,>=32.0000,>=32.0000,16.0000,4.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3932891,>=32.0000,>=32.0000,>=32.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3295959,>=32.0000,>=32.0000,>=32.0000,8.0000,>=8.0000,0.5000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR5573121,>=32.0000,>=32.0000,16.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR5573098,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3295781,>=32.0000,>=32.0000,16.0000,8.0000,>=8.0000,0.5000,>=256.0000,0.2500,2.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR2724056,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,<=0.2500,>=256.0000,0.5000,,4.0000,0.0300,4.0000,>=32.0000
SRR3932894,>=32.0000,>=32.0000,>=32.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3932923,>=32.0000,>=32.0000,>=32.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3932926,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3933079,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295695,>=32.0000,>=32.0000,16.0000,16.0000,>=8.0000,1.0000,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932938,>=32.0000,>=32.0000,>=32.0000,4.0000,>=8.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR4280583,>=32.0000,>=32.0000,>=32.0000,8.0000,>=8.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932976,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932898,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932885,>=32.0000,>=32.0000,16.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932922,>=32.0000,>=32.0000,>=32.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR4280611,>=32.0000,>=32.0000,>=32.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3932892,>=32.0000,>=32.0000,>=32.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295817,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR5573113,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,1.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR1805653,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295851,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,1.0000,128.0000,<=0.1250,4.0000,16.0000,<=0.0150,4.0000,>=32.0000
SRR5573042,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3932980,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3295723,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR2912654,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,4.0000,>=256.0000,<=0.1250,,4.0000,<=0.0150,4.0000,<=4.0000
SRR3932995,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,>=16.0000,<=16.0000,<=0.1250,2.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3932982,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,>=16.0000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR5573136,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,invalid,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3295933,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR5573056,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,4.0000,32.0000,4.0000,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3295943,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,8.0000,16.0000,0.0300,2.0000,>=32.0000
SRR5573078,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3932945,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,>=16.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3295742,2.0000,2.0000,8.0000,<=0.2500,1.0000,0.5000,>=256.0000,0.2500,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3295880,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
